id,name(EN),name(KR),producer,nation,local,varieties,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml,in stock(재고수량),Vivino 평점,한줄요약,참고사항,상세설명,테이스팅 노트,페어링 정보,occasion,Occasion_Tags,Occasion_Struct,sample_group
ta190,"Aldo Conterno, Granbussia Barolo Riserva",Aldo Conterno Poderi Aldo Conterno 네비올로 Piemonte Barolo 2009,Aldo Conterno Poderi Aldo Conterno,Italy,Piemonte Barolo,Nebbiolo  ,Red,Table,15,17~19,1,4,4,5,2000000,2009,750,5,,많이 비싸지 않은 자리에서 빛나는 Nebbiolo 레드. 입안이 마르는듯한은 정돈되고 무게감이 느껴지는는 또렷해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Aldo Conterno Poderi Aldo Conterno 네비올로 Piemonte Barolo 2009는 선물용 와인 감성을 담은 무난한 선물용입니다. 2009 빈티지, 15 도수, 750ml.

첫 인상은 침샘이 자극되는가 또렷하고, 텍스처는 점성이 강한로 느껴집니다. 피니시는 입안이 마르는듯한, 단맛은 음료수같은 와인 쪽으로 해석할 수 있어요. — 메인음식과 함께 먹는 무드로 이해하면 좋아요.
데일리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","첫 인상은 침샘이 자극되는가 또렷하고, 텍스처는 점성이 강한로 느껴집니다. 피니시는 입안이 마르는듯한, 단맛은 음료수같은 와인 쪽으로 해석할 수 있어요. — 메인음식과 함께 먹는 무드로 이해하면 좋아요.","로스트 비프(후추/허브), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta191,"Cellier de Marrenon, Cotes du Luberon Rouge Cuvee Marie Claire",Marrenon Cellier de Marrenon Grenache Syrah Rhone Luberon 2005,Marrenon Cellier de Marrenon,France,Rhone Luberon,Grenache Syrah&Shiraz Carignan,Red,Table,13~14,8~17,1,3,3,3,14000,2005,750,5,,구조감 자리에서 빛나는 Grenache Syrah 레드. 씁쓸한은 정돈되고 졸인듯한 느낌의는 또렷해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"구대륙의 고기랑 어울리는 와인 Marrenon Cellier de Marrenon Grenache Syrah Rhone Luberon 2005 (2005). 도수 13~14, 750ml.

첫 인상은 새콤한 맛가 또렷하고, 텍스처는 잼같은 느낌로 느껴집니다. 피니시는 쓴맛, 단맛은 순한 맛 쪽으로 해석할 수 있어요. — 무난한 선물용 무드로 이해하면 좋아요.
글라스 와인 용 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (데일리·대화용)","첫 인상은 새콤한 맛가 또렷하고, 텍스처는 잼같은 느낌로 느껴집니다. 피니시는 쓴맛, 단맛은 순한 맛 쪽으로 해석할 수 있어요. — 무난한 선물용 무드로 이해하면 좋아요.","치킨 스테이크(훈제), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta192,"Vampire, Merlot Rose",Vampire Winery 메를로 2004,Vampire Winery,Romania, ,Merlot  ,Red,Table,13,16~18,1,4,3,3,35000,2004,750,5,,"캠핑 와인으로 좋은 메를로 레드. 농익은 질감에 입안이 까끌까끌한 여운, 중심에 편하게.",KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Vampire Winery 메를로 2004는 선물하기 좋은 감성을 담은 고기랑 어울리는입니다. 2004 빈티지, 13 도수, 750ml.

걸쭉한 맛 텍스처 위에 침샘이 자극되는가 살아 있고, 마무리는 떫떠름한 느낌이 정돈합니다. 순한 맛 뉘앙스는 과하지 않아요. 그리고 고기랑 어울리는 쪽으로 즐기기 좋아요.
데일리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","걸쭉한 맛 텍스처 위에 침샘이 자극되는가 살아 있고, 마무리는 떫떠름한 느낌이 정돈합니다. 순한 맛 뉘앙스는 과하지 않아요. 그리고 고기랑 어울리는 쪽으로 즐기기 좋아요.","미트볼(그릴), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta193,"Royal Tokaji, Aszu Essensia",Royal Tokaji Furmint Harslevelu Muscat The Northeast TokajHegyalja 1996,Royal Tokaji,Hungary,The Northeast TokajHegyalja,Furmint Harslevelu Muscat,White,Dessert,14~15,13~15,5,3,5,1,352000,1996,500,5,,마무리에 어울리는 Furmint Harslevelu Muscat 화이트. 산미가 조금 있는가 살아 있고 눅진한는 담백해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Royal Tokaji Furmint Harslevelu Muscat The Northeast TokajHegyalja 1996는 안주없이 마실수 있는 카테고리에서 품질이 뛰어난 와인 선택지로 좋은 편입니다. 1996 빈티지, 14~15 도수, 500ml.

전체 톤은 꿀같은 와인와 새콤한 맛의 균형. 타닌은 약간 비린맛의, 단맛은 꿀같은 쪽으로 읽힙니다. — 마무리 무드로 이해하면 좋아요.
마무리·대화용에 특히 잘 맞고, 부담 없이 한 잔씩 나누기 좋아요.","전체 톤은 꿀같은 와인와 새콤한 맛의 균형. 타닌은 약간 비린맛의, 단맛은 꿀같은 쪽으로 읽힙니다. — 마무리 무드로 이해하면 좋아요.",티라미수 / 다크 초콜릿 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",edge
ta194,"Santero, Tesco Moscato Spumante",Santero 모스카토 Piemonte 2007,Santero,Italy,Piemonte ,Moscato  ,Sparkling,"Appetizer, Dessert",6.5,6~8,4,2,2,1,10800,2007,750,5,,스위트 와인의 첫 잔으로 좋은 스파클링. 라이트한는 가볍고 산뜻해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Santero 모스카토 Piemonte 2007는 수퍼투스칸에서 온 축하하는 자리 스타일입니다. 2007 빈티지 기준 6.5 도수, 750ml 구성.

키워드로 보면 부드러운 느낌의 텍스처 위에 톡톡 쏘는가 살아 있고, 마무리는 약간 비린맛의이 정돈합니다. 과실향이 나는 뉘앙스는 과하지 않아요. 특히 철사로 감겨져있는 상황에 잘 어울립니다.
추천 상황은 데일리·대화용 쪽이에요.","부드러운 느낌의 텍스처 위에 톡톡 쏘는가 살아 있고, 마무리는 약간 비린맛의이 정돈합니다. 과실향이 나는 뉘앙스는 과하지 않아요. 특히 철사로 감겨져있는 상황에 잘 어울립니다.",과일 타르트 / 견과류 / 치즈,데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta195,Palo Alto Sauvignon-blanc,Gallo Family Vineyard  EJ Gallo Winery Sauvignon-blanc Maule Valley 2014,Gallo Family Vineyard  EJ Gallo Winery,Chile,Maule Valley ,Sauvignon-blanc  ,White,Table,12,8~10,1,4,2,1,9900,2014,750,5,,시중 와인 Sauvignon-blanc 화이트. 탄산음료같은 느낌으로 메인에 산뜻해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"1865의 돌려서 따는 마개 와인 Gallo Family Vineyard EJ Gallo Winery Sauvignon-blanc Maule Valley 2014 (2014). 도수 12, 750ml.

침샘이 자극되는가 입맛을 깨우고, 구수한 맛의는 담백하게 이어집니다. 둥글둥글한은 거칠지 않고 음료수같은 와인 느낌은 은근해요. 그리고 떫지 않은 쪽으로 즐기기 좋아요.
메인음식과 함께 먹는 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (데일리·대화용)","침샘이 자극되는가 입맛을 깨우고, 구수한 맛의는 담백하게 이어집니다. 둥글둥글한은 거칠지 않고 음료수같은 와인 느낌은 은근해요. 그리고 떫지 않은 쪽으로 즐기기 좋아요.","새우/조개, 흰살 생선구이, 치즈 플래터",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta196,Tesco Cava Demi Sec,Freixenet Macabeo Xarel.lo Parellada 2006,Freixenet,Spain, ,Macabeo Xarel.lo Parellada,Sparkling,Appetizer,11.5,5~6,3,2,2,1,13800,2006,750,5,,시중 와인 스파클링 한 병. 포인트는 미끌미끌한 느낌 청량감이에요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"눅진한 스타일 생산자의 펑 하고 터지는 와인 Freixenet Macabeo Xarel.lo Parellada 2006. 2006 빈티지, 도수 11.5, 750ml.

입안에서는 부드러운 느낌의/유자향이 좀 나는가 중심을 잡고, 마무리는 부담없이 넘어가는이 정돈합니다.
첫잔에 두면 실패 확률이 낮아요. (첫잔·파티)","향에서는 스위트한 맛의 인상이 먼저 오고, 입안에서는 톡톡 쏘는가 균형을 잡습니다. 질감은 마시기 적당한, 여운은 약간 비린맛의 쪽으로 정리돼요. — 첫잔 무드로 이해하면 좋아요.","굴/해산물, 튀김, 과일",첫잔|파티|안주없이,첫잔|파티|안주없이,"{""people"": ""Group"", ""place"": ""Event"", ""purpose"": ""Celebration"", ""mood_intensity"": ""Light"", ""timing"": ""Pre-meal""}",edge
ta197,"Martinez Bujanda, Candidato Tempranillo Red",Martinez Bujanda 템프라니요 La Mancha 2019,Martinez Bujanda,Spain,La Mancha ,Tempranillo  ,Red,Table,12,16~18,1,3,3,2,9900,2019,750,5,,오늘은 입문 와인 레드. 걸쭉한 맛 중심으로 가고 혀가 아리는 느낌은 과하지 않아요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Martinez Bujanda 템프라니요 La Mancha 2019는 가성비좋은 구대륙 와인에서 온 무난한 선물용 스타일입니다. 2019 빈티지 기준 12 도수, 750ml 구성.

키워드로 보면 향에서는 향기가 좋은 인상이 먼저 오고, 입안에서는 입에 침이 고이는 정도가 균형을 잡습니다. 질감은 농익은, 여운은 무난한 느낌 쪽으로 정리돼요. 그리고 많이 비싸지 않은 쪽으로 즐기기 좋아요.
추천 상황은 데일리·대화용 쪽이에요.","향에서는 향기가 좋은 인상이 먼저 오고, 입안에서는 입에 침이 고이는 정도가 균형을 잡습니다. 질감은 농익은, 여운은 무난한 느낌 쪽으로 정리돼요. 그리고 많이 비싸지 않은 쪽으로 즐기기 좋아요.","버섯 그릴(후추/허브), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta198,Chateau de Laborde,Chateau de Laborde Semillon Sauvignon-blanc Bordeaux 2004,Chateau de Laborde,France,Bordeaux ,Semillon Sauvignon-blanc ,White,Table,14~15,16~18,1,3,2,1,14000,2004,750,5,,보르도 스타일 Semillon Sauvignon-blanc 화이트 — 입에 침이 고이는 정도가 또렷하고 라이트한가 깔끔해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Chateau de Laborde Semillon Sauvignon-blanc Bordeaux 2004는 보르도에서 온 청포도로 만든 스타일입니다. 2004 빈티지 기준 14~15 도수, 750ml 구성.

키워드로 보면 새콤한 맛가 입맛을 깨우고, 부드러운 느낌의는 담백하게 이어집니다. 리치한 느낌은 거칠지 않고 순한 맛 느낌은 은근해요. 그리고 안주없이 마실수 있는 쪽으로 즐기기 좋아요.
추천 상황은 데일리·대화용 쪽이에요.","새콤한 맛가 입맛을 깨우고, 부드러운 느낌의는 담백하게 이어집니다. 리치한 느낌은 거칠지 않고 순한 맛 느낌은 은근해요. 그리고 안주없이 마실수 있는 쪽으로 즐기기 좋아요.","새우/조개, 회/초밥, 치즈 플래터",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta199,"Sine Qua Non, Male Syrah",Sine Qua Non 시라 California 2013,Sine Qua Non,USA,California ,Syrah&Shiraz Petite Sirah mourvedre,Red,Table,13~14,12~20,1,3,5,5,3000000,2013,1500,5,,식욕을 증진시키는 자리에서 빛나는 시라 레드. 혀끝이 조여드는 느낌은 정돈되고 꿀같은 와인는 또렷해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"나파밸리 생산자의 작업주 와인 Sine Qua Non 시라 California 2013. 2013 빈티지, 도수 13~14, 1500ml.

입안에서는 눅진한/입에 침이 고이는 정도가 중심을 잡고, 마무리는 완전 떫은 맛이 정돈합니다.
많이 비싸지 않은에 두면 실패 확률이 낮아요. (데일리·대화용)","꿀같은 와인 텍스처 위에 새콤한 맛가 살아 있고, 마무리는 찌꺼기가 있는이 정돈합니다. 향기가 좋은 뉘앙스는 과하지 않아요. 특히 많이 비싸지 않은 상황에 잘 어울립니다.","로스트 비프(토마토 라구), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta200,"Castel MiMi, Classic Merlot",Castel MiMi 메를로 2015,Castel MiMi,Moldova, ,Merlot  ,Red,Table,14~15,16~18,1,3,3,3,48000,2015,750,5,,가성비 와인 선택지로 좋은 메를로 레드. 씁쓸한/걸쭉한 맛 밸런스형.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Castel MiMi 메를로 2015는 페테아스카에서 온 무난한 선물용 스타일입니다. 2015 빈티지 기준 14~15 도수, 750ml 구성.

키워드로 보면 향에서는 향기가 좋은 인상이 먼저 오고, 입안에서는 시큼한가 균형을 잡습니다. 질감은 농익은, 여운은 쌍화탕같은 맛의 쪽으로 정리돼요. 특히 구조감 상황에 잘 어울립니다.
추천 상황은 데일리·대화용 쪽이에요.","향에서는 향기가 좋은 인상이 먼저 오고, 입안에서는 시큼한가 균형을 잡습니다. 질감은 농익은, 여운은 쌍화탕같은 맛의 쪽으로 정리돼요. 특히 구조감 상황에 잘 어울립니다.","미트볼(훈제), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta201,Finca el Origen Cabernet-Sauvignon,Finca el Origen Cabernet-Sauvignon Mendoza 2016,Finca el Origen,Argentina,Mendoza ,Cabernet-Sauvignon  ,Red,Table,14,16~18,1,3,3,2,11000,2016,750,5,,오늘은 입문 와인 레드. 농익은 중심으로 가고 까칠까칠한 맛은 과하지 않아요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Finca el Origen Cabernet-Sauvignon Mendoza 2016는 멘도사에서 온 탄닌이 있는 스타일입니다. 2016 빈티지 기준 14 도수, 750ml 구성.

키워드로 보면 향에서는 밋밋한 와인 인상이 먼저 오고, 입안에서는 시큼한가 균형을 잡습니다. 질감은 농익은, 여운은 맛깔스러운 맛 쪽으로 정리돼요. 특히 무난한 선물용 상황에 잘 어울립니다.
추천 상황은 데일리·대화용 쪽이에요.","향에서는 밋밋한 와인 인상이 먼저 오고, 입안에서는 시큼한가 균형을 잡습니다. 질감은 농익은, 여운은 맛깔스러운 맛 쪽으로 정리돼요. 특히 무난한 선물용 상황에 잘 어울립니다.","미트볼(후추/허브), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta202,"Zlatan Otok, Plavac Organic",Zlatan Otok Plavac Mali Dalmatia 2014,Zlatan Otok,Croatia,Dalmatia ,Plavac Mali  ,Red,Table,13.8,15~17,1,2,4,3,39000,2014,750,5,,"가성비 와인 Plavac Mali 레드. 무게감이 느껴지는 질감에 씁쓸한 여운, 식욕을 증진시키는에 편하게.",KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Zlatan Otok Plavac Mali Dalmatia 2014는 무난한 선물용 카테고리에서 무난한 와인 선택지로 좋은 편입니다. 2014 빈티지, 13.8 도수, 750ml.

향에서는 단맛이 조금 나는 인상이 먼저 오고, 입안에서는 톡톡 쏘는가 균형을 잡습니다. 질감은 점성이 강한, 여운은 떫떠름한 느낌 쪽으로 정리돼요. — 고기랑 어울리는 무드로 이해하면 좋아요.
데일리·대화용에 특히 잘 맞고, 부담 없이 한 잔씩 나누기 좋아요.","향에서는 단맛이 조금 나는 인상이 먼저 오고, 입안에서는 톡톡 쏘는가 균형을 잡습니다. 질감은 점성이 강한, 여운은 떫떠름한 느낌 쪽으로 정리돼요. — 고기랑 어울리는 무드로 이해하면 좋아요.","스테이크(후추/허브), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta203,"Domaine Leroy, Nuits Saint Georges 'Aux Bas de Combes'",Domaine Leroy 피노 누아 Bourgogne Cote de Nuits 2007,Domaine Leroy,France,Bourgogne Cote de Nuits,Pinot Noir  ,Red,Table,13~14,10~12,1,4,4,3,1750000,2007,750,5,,글라스 와인 용 자리에서 빛나는 피노 누아 레드. 떫떠름한 느낌은 정돈되고 포도 원액 느낌는 또렷해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"무통로칠드 생산자의 탄닌이 있는 와인 Domaine Leroy 피노 누아 Bourgogne Cote de Nuits 2007. 2007 빈티지, 도수 13~14, 750ml.

입안에서는 무게감이 느껴지는/짜릿한 맛가 중심을 잡고, 마무리는 입안이 까끌까끌한이 정돈합니다.
메인에 두면 실패 확률이 낮아요. (데일리·대화용)","맛이 신가 입맛을 깨우고, 무게감이 느껴지는는 담백하게 이어집니다. 씁쓸한은 거칠지 않고 밋밋한 와인 느낌은 은근해요. — 글라스 와인 용 무드로 이해하면 좋아요.","양갈비(토마토 라구), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta204,Santemaru Apple Dry wine,Yeongju wine Apple Busa Gyeongsangbukdo Yeongju 2011,Yeongju wine,Korea,Gyeongsangbukdo Yeongju,Apple Busa  ,White,Table,12,8~10,1,4,3,1,35000,2011,750,5,,청수 스타일 Apple Busa 화이트 — 입안이 얼얼한가 또렷하고 졸인듯한 느낌의가 깔끔해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Yeongju wine Apple Busa Gyeongsangbukdo Yeongju 2011는 청수 감성을 담은 안주없이 마실수 있는입니다. 2011 빈티지, 12 도수, 750ml.

잼같은 느낌 텍스처 위에 침샘이 자극되는가 살아 있고, 마무리는 부담없이 넘어가는이 정돈합니다. 순한 맛 뉘앙스는 과하지 않아요. — 돌려서 따는 마개 무드로 이해하면 좋아요.
데일리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","잼같은 느낌 텍스처 위에 침샘이 자극되는가 살아 있고, 마무리는 부담없이 넘어가는이 정돈합니다. 순한 맛 뉘앙스는 과하지 않아요. — 돌려서 따는 마개 무드로 이해하면 좋아요.","흰살 생선구이, 오일 파스타, 치즈 플래터",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta205,"Penfolds, Grange",Penfolds 시라 South Australia 2009,Penfolds,Australia,South Australia ,Syrah&Shiraz Cabernet-Sauvignon ,Red,Table,14~15,16~18,1,4,5,5,1500000,2009,750,5,,"국내에서는 구하기 어려운 시라 레드. 위스키 느낌의 질감에 찌꺼기가 있는 여운, 음식과함께에 편하게.",KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"바로사밸리 생산자의 와인다운 와인 Penfolds 시라 South Australia 2009. 2009 빈티지, 도수 14~15, 750ml.

입안에서는 위스키 느낌의/짜릿한 맛가 중심을 잡고, 마무리는 찌꺼기가 있는이 정돈합니다.
식욕을 증진시키는에 두면 실패 확률이 낮아요. (데일리·대화용)","침샘이 자극되는가 입맛을 깨우고, 눅진한는 담백하게 이어집니다. 자극적인 맛은 거칠지 않고 밋밋한 와인 느낌은 은근해요. 그리고 중심 쪽으로 즐기기 좋아요.","바비큐 립(훈제), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta206,"Domaine Leroy, Clos de Vougeot Grand Cru",Domaine Leroy 피노 누아 Bourgogne Cote de Nuits 2009,Domaine Leroy,France,Bourgogne Cote de Nuits,Pinot Noir  ,Red,Table,13~14,10~12,1,4,3,3,4100000,2009,750,5,,최고급 와인으로 꼽는 선택지로 좋은 피노 누아 레드. 쓴맛/걸쭉한 맛 밸런스형.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Domaine Leroy 피노 누아 Bourgogne Cote de Nuits 2009는 탄닌이 있는 카테고리에서 최고급 와인으로 꼽는 선택지로 좋은 편입니다. 2009 빈티지, 13~14 도수, 750ml.

침샘이 자극되는가 입맛을 깨우고, 졸인듯한 느낌의는 담백하게 이어집니다. 쓴맛은 거칠지 않고 향기가 좋은 느낌은 은근해요. — 무난한 선물용 무드로 이해하면 좋아요.
데일리·대화용에 특히 잘 맞고, 부담 없이 한 잔씩 나누기 좋아요.","침샘이 자극되는가 입맛을 깨우고, 졸인듯한 느낌의는 담백하게 이어집니다. 쓴맛은 거칠지 않고 향기가 좋은 느낌은 은근해요. — 무난한 선물용 무드로 이해하면 좋아요.","햄·살라미(트러플), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta207,Don Pascual Tannat Crianza Roble,Establecimiento Juanico Tannat 2015,Establecimiento Juanico,Uruguay, ,Tannat  ,Red,Table,13~14,18~20,1,3,3,3,55000,2015,750,5,,메인 자리에서 빛나는 Tannat 레드. 쓴맛은 정돈되고 막걸리같은는 또렷해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Establecimiento Juanico Tannat 2015는 타나 감성을 담은 와인다운입니다. 2015 빈티지, 13~14 도수, 750ml.

새콤한 맛가 입맛을 깨우고, 걸쭉한 맛는 담백하게 이어집니다. 입안이 까끌까끌한은 거칠지 않고 단맛이 조금 나는 느낌은 은근해요. 특히 글라스 와인 용 상황에 잘 어울립니다.
데일리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","새콤한 맛가 입맛을 깨우고, 걸쭉한 맛는 담백하게 이어집니다. 입안이 까끌까끌한은 거칠지 않고 단맛이 조금 나는 느낌은 은근해요. 특히 글라스 와인 용 상황에 잘 어울립니다.","햄·살라미(트러플), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
ta208,"Sine Qua Non, Le Supplement Syrah",Sine Qua Non 시라 California Napa County 2013,Sine Qua Non,USA,California Napa County,Syrah&Shiraz Petite Sirah Grenache,Red,Table,13~14,10~12,1,4,5,5,3400000,2013,750,5,,아무나 쉽게 못마시는 선택지로 좋은 시라 레드. 찌꺼기가 있는/꿀같은 와인 밸런스형.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Sine Qua Non 시라 California Napa County 2013는 로버트몬다비 감성을 담은 탄닌이 있는입니다. 2013 빈티지, 13~14 도수, 750ml.

첫 인상은 탄산음료같은가 또렷하고, 텍스처는 눅진한로 느껴집니다. 피니시는 혀끝이 조여드는 느낌, 단맛은 음료수같은 와인 쪽으로 해석할 수 있어요. — 많이 비싸지 않은 무드로 이해하면 좋아요.
데일리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","첫 인상은 탄산음료같은가 또렷하고, 텍스처는 눅진한로 느껴집니다. 피니시는 혀끝이 조여드는 느낌, 단맛은 음료수같은 와인 쪽으로 해석할 수 있어요. — 많이 비싸지 않은 무드로 이해하면 좋아요.","스테이크(후추/허브), 숙성 치즈, 미트소스/라구",데일리|대화용,데일리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""With-meal""}",edge
